name,rank,branch,incidentdate,state,day,month,year,pop1950
"MCINTYRE, ROBERT",Cpl,UNITED STATES ARMY,11/2/50,MAINE,2,11,1950,911000
"MCKEE, ROBERT",1st Lt,UNITED STATES AIR FORCE,10/18/50,MASSACHUSETTS,18,10,1950,4690000
"MCKEEHAN, HERBERT",Pfc,UNITED STATES ARMY,11/2/50,INDIANA,2,11,1950,3952000
"MCKENNA, JOHN",LT,UNITED STATES NAVY,2/8/52,NEW YORK,8,2,1952,14830192
"MCKENNA, RICHARD",Pvt,UNITED STATES ARMY,7/20/50,IOWA,20,7,1950,2621000
"MCKENNA, ROBERT",PFC,UNITED STATES MARINE CORPS,11/28/50,PENNSYLVANIA,28,11,1950,10498012
"MCKENZIE, JOHN",Pvt,UNITED STATES ARMY,11/2/50,MARYLAND,2,11,1950,2376000
"MCKENZIE, MARION",Cpl,UNITED STATES ARMY,11/30/50,MICHIGAN,30,11,1950,6421000
"MCKENZIE, NORMAN",Pfc,UNITED STATES ARMY,2/14/51,PENNSYLVANIA,14,2,1951,10498012
"MCKEON, DONALD",Pvt,UNITED STATES ARMY,11/2/50,WASHINGTON,2,11,1950,2386000
"MCKEOWN, JOSEPH",Pvt,UNITED STATES ARMY,7/16/50,CALIFORNIA,16,7,1950,10586223
"MCKIE, HARRY",Pfc,UNITED STATES ARMY,12/1/50,MICHIGAN,1,12,1950,6421000
"MCKIERNAN, GERALD",Pfc,UNITED STATES ARMY,11/29/50,NEW YORK,29,11,1950,14830192
"MCKINLEY, ANDREW",Sgt,UNITED STATES ARMY,11/27/50,KANSAS,27,11,1950,1915000
"MCKINLEY, RALPH",Pvt,UNITED STATES ARMY,7/11/50,GEORGIA,11,7,1950,3451000
"MCKINNEY, BILLY",Cpl,UNITED STATES ARMY,12/1/50,WEST VIRGINIA,1,12,1950,2006000
"MCKINNEY, DANIEL",2nd Lt,UNITED STATES AIR FORCE,10/29/52,OKLAHOMA,29,10,1952,2193000
"MCKINNEY, RICHARD",Pfc,UNITED STATES ARMY,12/2/50,CALIFORNIA,2,12,1950,10586223
"MCKINNEY, RONALD",Pfc,UNITED STATES ARMY,4/11/51,OREGON,11,4,1951,1532000
"MCKINNON, VANDERBERG",Pfc,UNITED STATES ARMY,9/19/52,NORTH CAROLINA,19,9,1952,4060000
"MCKINSTRY, RICHARD",1st Lt,UNITED STATES ARMY,9/7/51,IOWA,7,9,1951,2621000
"MCKLUSKY, FRANK",Pfc,UNITED STATES ARMY,2/12/51,OHIO,12,2,1951,7946627
"MCKNIGHT, ARTHUR",Pfc,UNITED STATES ARMY,11/28/50,MICHIGAN,28,11,1950,6421000
"MCKNIGHT, WILLIAM",Cpl,UNITED STATES ARMY,10/17/51,NEW YORK,17,10,1951,14830192
"MCLAIN, JAMES",Cpl,UNITED STATES AIR FORCE,1/31/52,VIRGINIA,31,1,1952,3262000
"MCLEAN, ARTIS",Pvt,UNITED STATES ARMY,12/22/50,NORTH CAROLINA,22,12,1950,4060000
"MCLELLAN, JOHN",Sgt,UNITED STATES ARMY,11/28/50,NORTH CAROLINA,28,11,1950,4060000
"MCLEOD, JOHN",Sfc,UNITED STATES ARMY,5/17/51,MICHIGAN,17,5,1951,6421000
"MCLEOD, ROBERT",Cpl,UNITED STATES ARMY,12/1/50,SOUTH CAROLINA,1,12,1950,2119000
"MCLINKO, PETER",Pvt,UNITED STATES ARMY,5/18/51,PENNSYLVANIA,18,5,1951,10498012
"MCLOUGHLIN, ROBERT",A2C,UNITED STATES AIR FORCE,11/19/52,NEW YORK,19,11,1952,14830192
"MCMANAMAN, BERNARD",SSgt,UNITED STATES AIR FORCE,9/2/51,MICHIGAN,2,9,1951,6421000
"MCMASTER, JOSEPH",Cpl,UNITED STATES ARMY,2/13/51,PENNSYLVANIA,13,2,1951,10498012
"MCMICHAEL, RICHARD",PFC,UNITED STATES MARINE CORPS,7/19/53,CALIFORNIA,19,7,1953,10586223
"MCMULLAN, PATRICK",2nd Lt,UNITED STATES ARMY,2/13/51,IOWA,13,2,1951,2621000
"MCMURRY, JOSEPH",Cpl,UNITED STATES ARMY,11/30/50,TEXAS,30,11,1950,7748000
"MCMURRY, WILLIAM",1st Lt,UNITED STATES AIR FORCE,4/19/52,KENTUCKY,19,4,1952,2957000
"MCNALLY, JOSEPH",M/Sgt,UNITED STATES ARMY,11/2/50,INDIANA,2,11,1950,3952000
"MCNAMARA, GEORGE",Pvt,UNITED STATES ARMY,2/9/51,MICHIGAN,9,2,1951,6421000
"MCNAMARA, MARTIN",Capt,UNITED STATES AIR FORCE,12/29/50,CALIFORNIA,29,12,1950,10586223
"MCNARY, WALTER",Pvt,UNITED STATES ARMY,7/6/50,MICHIGAN,6,7,1950,6421000
"MCNAUGHTON, DONALD",Pfc,UNITED STATES ARMY,12/2/50,NEW YORK,2,12,1950,14830192
"MCNEAL, ROBERT",Pfc,UNITED STATES ARMY,11/26/50,GEORGIA,26,11,1950,3451000
"MCNEIL, ROBERT",Pvt,UNITED STATES ARMY,4/25/51,OHIO,25,4,1951,7946627
"MCNEIL, STEWART",Pfc,UNITED STATES ARMY,12/2/50,WEST VIRGINIA,2,12,1950,2006000
"MCNEILL, CURTIS",Pvt,UNITED STATES ARMY,11/11/50,NORTH CAROLINA,11,11,1950,4060000
"MCNIEL, WILLIS",Sgt,UNITED STATES ARMY,12/2/50,TEXAS,2,12,1950,7748000
"MCNULTY, JOHN",Cpl,UNITED STATES AIR FORCE,7/19/51,CONNECTICUT,19,7,1951,2007280
"MCNULTY, RICHARD",2nd Lt,UNITED STATES AIR FORCE,1/16/52,RHODE ISLAND,16,1,1952,779000
"MCPHERSON, CHARLES",Pfc,UNITED STATES ARMY,12/1/50,MICHIGAN,1,12,1950,6421000
"MCPHERSON, PATRICK",2nd Lt,UNITED STATES AIR FORCE,9/28/52,CALIFORNIA,28,9,1952,10586223
"MCQUADE, JOHN",Sfc,UNITED STATES ARMY,11/2/50,NEW YORK,2,11,1950,14830192
"MCQUEEN, NORMAN",Sfc,UNITED STATES ARMY,7/14/50,OKLAHOMA,14,7,1950,2193000
"MCSHANE, EDWARD",Pvt,UNITED STATES ARMY,7/16/50,PENNSYLVANIA,16,7,1950,10498012
"MCSWAIN, LEON",Cpl,UNITED STATES ARMY,12/1/50,GEORGIA,1,12,1950,3451000
"MCTAGGART, JOHN",M/Sgt,UNITED STATES ARMY,11/30/50,TEXAS,30,11,1950,7748000
"MCWHIRK, CHARLES",Capt,UNITED STATES AIR FORCE,1/2/51,CALIFORNIA,2,1,1951,10586223
"MCWHIRTER, ALFRED",Pfc,UNITED STATES ARMY,11/2/50,CALIFORNIA,2,11,1950,10586223
"MEACHAM, MARION",Pvt,UNITED STATES ARMY,2/12/51,OREGON,12,2,1951,1532000
"MEADOWS, VERNON",Pvt,UNITED STATES ARMY,7/14/53,ALABAMA,14,7,1953,3060000
"MEAGHER, NEIL",Cpl,UNITED STATES ARMY,11/2/50,CALIFORNIA,2,11,1950,10586223
"MEAGHER, ROGER",1st Lt,UNITED STATES ARMY,11/3/50,MASSACHUSETTS,3,11,1950,4690000
"MEAGHER, SAMUEL",Pfc,UNITED STATES ARMY,12/1/50,ILLINOIS,1,12,1950,8712176
"MEANY, SHANNON",TSgt,UNITED STATES MARINE CORPS,12/7/50,NEW YORK,7,12,1950,14830192
"MECKLEY, WILLIAM",Cpl,UNITED STATES ARMY,11/21/50,PENNSYLVANIA,21,11,1950,10498012
"MEDINA, FRANK",Cpl,UNITED STATES MARINE CORPS,11/28/50,TEXAS,28,11,1950,7748000
"MEEHAN, JOSEPH",Pfc,UNITED STATES ARMY,7/19/50,CONNECTICUT,19,7,1950,2007280
"MEEK, FRANK",Pfc,UNITED STATES ARMY,11/26/50,TEXAS,26,11,1950,7748000
"MEEK, SELIA",Sfc,UNITED STATES ARMY,11/27/50,CALIFORNIA,27,11,1950,10586223
"MEEKER, WILLIAM",Pfc,UNITED STATES ARMY,7/25/50,TEXAS,25,7,1950,7748000
"MEHMEN, EDWARD",Sgt,UNITED STATES ARMY,2/13/51,IOWA,13,2,1951,2621000
"MEIER, GEORGE",Pvt,UNITED STATES ARMY,2/13/51,IOWA,13,2,1951,2621000
"MEIKLE, JOHN",Pvt,UNITED STATES ARMY,12/15/50,VIRGINIA,15,12,1950,3262000
"MELANDER, NORMAN",1st Lt,UNITED STATES ARMY,10/12/51,NEW YORK,12,10,1951,14830192
"MELCHIORRE, JOSEPH",Pfc,UNITED STATES ARMY,7/12/50,NEW YORK,12,7,1950,14830192
"MELENDEZ-MELENDEZ, ALBERTO",Pfc,UNITED STATES ARMY,10/23/52,PUERTO RICO,23,10,1952,2210000
"MELENDEZ-NEGRON, MARCIAL",Sgt,UNITED STATES ARMY,9/24/52,PUERTO RICO,24,9,1952,2210000
"MELENDREZ, DANIEL",2dLt,UNITED STATES MARINE CORPS,10/15/52,CALIFORNIA,15,10,1952,10586223
"MELLICK, KENNETH",Sgt,UNITED STATES ARMY,11/21/52,WASHINGTON,21,11,1952,2386000
"MELLINGER, JAMES",Pfc,UNITED STATES ARMY,7/20/50,OHIO,20,7,1950,7946627
"MELLO, ENRIQUE",Pfc,UNITED STATES ARMY,7/8/53,CALIFORNIA,8,7,1953,10586223
"MELSNESS, EARL",Pfc,UNITED STATES ARMY,11/30/50,MINNESOTA,30,11,1950,2995000
"MELTON, RICHARD",Cpl,UNITED STATES ARMY,11/30/50,TEXAS,30,11,1950,7748000
"MELVIN, RALPH",Pvt,UNITED STATES ARMY,11/30/50,ILLINOIS,30,11,1950,8712176
"MELZER, ERNEST",Sgt,UNITED STATES ARMY,4/24/51,MONTANA,24,4,1951,598000
"MEMMER, DONALD",Cpl,UNITED STATES ARMY,4/22/51,MICHIGAN,22,4,1951,6421000
"MENDES, ALVIN",Cpl,UNITED STATES ARMY,8/7/51,CALIFORNIA,7,8,1951,10586223
"MENDEZ-HERNANDEZ, LUIS",Cpl,UNITED STATES ARMY,7/19/52,PUERTO RICO,19,7,1952,2210000
"MENDOZA, ALFONSO",Pfc,UNITED STATES ARMY,11/29/50,CALIFORNIA,29,11,1950,10586223
"MENDOZA, PHILLIP",Sgt,UNITED STATES ARMY,12/2/50,TEXAS,2,12,1950,7748000
"MENDOZA, RAYMOND",Sfc,UNITED STATES ARMY,2/18/52,CALIFORNIA,18,2,1952,10586223
"MENKEN, DONALD",Pfc,UNITED STATES ARMY,6/10/53,KENTUCKY,10,6,1953,2957000
"MENSCH, ROBERT",Pvt,UNITED STATES ARMY,5/27/51,PENNSYLVANIA,27,5,1951,10498012
"MENSER, CLOYD",Pfc,UNITED STATES ARMY,9/21/50,NORTH CAROLINA,21,9,1950,4060000
"MENTZOS, PAUL",Sgt,UNITED STATES ARMY,7/12/50,MISSOURI,12,7,1950,3946000
"MERCADO-ANDINO, RAFAEL",Pfc,UNITED STATES ARMY,12/23/51,PUERTO RICO,23,12,1951,2210000
"MERCADO-HERNANDEZ, SALOME",Pfc,UNITED STATES ARMY,9/18/52,PUERTO RICO,18,9,1952,2210000
"MERCADO, ATANACIO",Sgt,UNITED STATES ARMY,11/30/50,PHILIPPINES,30,11,1950,#N/A
"MERCADO, LOUIE",Pvt,UNITED STATES ARMY,7/8/53,CALIFORNIA,8,7,1953,10586223
"MERCER, ED",Sfc,UNITED STATES ARMY,9/4/50,KENTUCKY,4,9,1950,2957000
"MERCER, ROBERT",Pfc,UNITED STATES ARMY,1/4/51,MICHIGAN,4,1,1951,6421000
"MERCER, WILLIAM",Sgt,UNITED STATES ARMY,6/13/52,MASSACHUSETTS,13,6,1952,4690000
"MERNER, MARCUS",LTJG,UNITED STATES NAVY,1/28/51,CALIFORNIA,28,1,1951,10586223
"MERO, WILLIAM",LTJG,UNITED STATES NAVY,9/4/51,FLORIDA,4,9,1951,2821000
"MERRILL, LARRY",Pfc,UNITED STATES ARMY,11/28/50,ILLINOIS,28,11,1950,8712176
"MERRILL, RALPH",Pfc,UNITED STATES ARMY,12/1/50,VIRGINIA,1,12,1950,3262000
"MERRYMAN, ROBERT",Pfc,UNITED STATES ARMY,11/30/50,MARYLAND,30,11,1950,2376000
"MERSHON, DAVID",Pvt,UNITED STATES ARMY,7/16/50,OHIO,16,7,1950,7946627
"MESA, RUDY",Pvt,UNITED STATES ARMY,7/27/50,NEW MEXICO,27,7,1950,687000
"MESEL, KENNETH",Sgt,UNITED STATES ARMY,11/26/50,NEW YORK,26,11,1950,14830192
"MESTAS, ORACE",Cpl,UNITED STATES ARMY,4/25/51,COLORADO,25,4,1951,1337000
"METIVA, DANIEL",1st Lt,UNITED STATES AIR FORCE,2/9/52,MICHIGAN,9,2,1952,6421000
"METKOWSKI, EDWARD",Cpl,UNITED STATES ARMY,8/8/50,NEW YORK,8,8,1950,14830192
"METTERT, RAYMOND",Cpl,UNITED STATES ARMY,11/27/50,MICHIGAN,27,11,1950,6421000
"METZ, JAMES",Pfc,UNITED STATES ARMY,12/2/50,CALIFORNIA,2,12,1950,10586223
"METZ, WALLACE",2nd Lt,UNITED STATES AIR FORCE,6/23/53,ILLINOIS,23,6,1953,8712176
"METZCAR, R",1st Lt,UNITED STATES ARMY,4/25/51,INDIANA,25,4,1951,3952000
"METZGER, EDWIN",1st Lt,UNITED STATES AIR FORCE,2/21/51,CALIFORNIA,21,2,1951,10586223
"MEUSE, EDWARD",Cpl,UNITED STATES MARINE CORPS,3/26/53,MASSACHUSETTS,26,3,1953,4690000
"MEW, RALPH",LTJG,UNITED STATES NAVY,3/22/53,CALIFORNIA,22,3,1953,10586223
"MEYER, ALBERT",Cpl,UNITED STATES ARMY,11/30/50,NEW YORK,30,11,1950,14830192
"MEYER, JAMES",Pfc,UNITED STATES ARMY,6/14/52,MICHIGAN,14,6,1952,6421000
"MEYERS, CHARLES",Pvt,UNITED STATES ARMY,11/2/50,PENNSYLVANIA,2,11,1950,10498012
"MICHAELISKI, FELIX",M/Sgt,UNITED STATES ARMY,11/26/50,WASHINGTON,26,11,1950,2386000
"MICHAELS, MELVIN",Pvt,UNITED STATES ARMY,9/7/51,INDIANA,7,9,1951,3952000
"MICHEEL, JOHN",CDR,UNITED STATES NAVY,2/1/53,SOUTH CAROLINA,1,2,1953,2119000
"MICK, JOSEPH",Pfc,UNITED STATES ARMY,11/2/50,WISCONSIN,2,11,1950,3449000
"MICKAEL, JAKE",Pfc,UNITED STATES ARMY,12/30/51,IDAHO,30,12,1951,592000
"MICKELSEN, MORRIS",Pfc,UNITED STATES ARMY,10/14/52,UTAH,14,10,1952,696000
"MICKELSON, ROBERT",Pvt,UNITED STATES ARMY,7/8/53,MINNESOTA,8,7,1953,2995000
"MIDDLETON, HARRY",1st Lt,UNITED STATES AIR FORCE,4/30/51,INDIANA,30,4,1951,3952000
"MIDGETT, ALEXANDER",Pvt,UNITED STATES ARMY,11/27/50,MISSOURI,27,11,1950,3946000
"MIELKE, ROBERT",Pvt,UNITED STATES ARMY,7/20/50,WISCONSIN,20,7,1950,3449000
"MIKELL, JAMES",Cpl,UNITED STATES ARMY,2/12/51,LOUISIANA,12,2,1951,2701000
"MIKESELL, HAROLD",Pfc,UNITED STATES ARMY,7/27/50,ILLINOIS,27,7,1950,8712176
"MILANO, DAVID",Pfc,UNITED STATES ARMY,12/2/50,ILLINOIS,2,12,1950,8712176
"MILES, DEWITT",Cpl,UNITED STATES ARMY,12/2/50,MISSISSIPPI,2,12,1950,2169000
"MILES, LEVON",Cpl,UNITED STATES MARINE CORPS,7/19/53,SOUTH CAROLINA,19,7,1953,2119000
"MILES, REX",Sfc,UNITED STATES ARMY,7/12/51,CALIFORNIA,12,7,1951,10586223
"MILES, WILLIAM",Sgt,UNITED STATES ARMY,7/8/51,PENNSYLVANIA,8,7,1951,10498012
"MILHAUPT, FREDERICK",2nd Lt,UNITED STATES AIR FORCE,3/14/51,MISSOURI,14,3,1951,3946000
"MILLER, BOBBY",Pvt,UNITED STATES ARMY,4/25/51,NORTH CAROLINA,25,4,1951,4060000
"MILLER, DARDEN",Pfc,UNITED STATES ARMY,7/27/50,NORTH CAROLINA,27,7,1950,4060000
"MILLER, DONALD",Pvt,UNITED STATES ARMY,7/27/50,CALIFORNIA,27,7,1950,10586223
"MILLER, EDWARD",Cpl,UNITED STATES ARMY,7/20/50,OKLAHOMA,20,7,1950,2193000
"MILLER, ELWYN",PFC,UNITED STATES MARINE CORPS,10/7/52,MINNESOTA,7,10,1952,2995000
"MILLER, ERVIN",Pvt,UNITED STATES ARMY,11/28/50,NEBRASKA,28,11,1950,1324000
"MILLER, EUGENE",Sfc,UNITED STATES ARMY,12/15/50,ILLINOIS,15,12,1950,8712176
"MILLER, FRANK",Capt,UNITED STATES AIR FORCE,5/27/53,ALABAMA,27,5,1953,3060000
"MILLER, GEORGE",Pfc,UNITED STATES ARMY,12/6/50,CALIFORNIA,6,12,1950,10586223
"MILLER, GERALD",M/Sgt,UNITED STATES ARMY,11/2/50,OKLAHOMA,2,11,1950,2193000
"MILLER, GEROLD",Pfc,UNITED STATES ARMY,12/2/50,WISCONSIN,2,12,1950,3449000
"MILLER, GUS",Pvt,UNITED STATES ARMY,11/27/50,NEW YORK,27,11,1950,14830192
"MILLER, HAROLD",Pfc,UNITED STATES ARMY,2/12/51,MISSOURI,12,2,1951,3946000
"MILLER, HARRY",Cpl,UNITED STATES ARMY,6/11/52,MASSACHUSETTS,11,6,1952,4690000
"MILLER, HARRY",Pfc,UNITED STATES ARMY,11/30/50,CALIFORNIA,30,11,1950,10586223
"MILLER, HENRY",1st Lt,UNITED STATES AIR FORCE,12/8/51,MASSACHUSETTS,8,12,1951,4690000
"MILLER, HOWARD",1st Lt,UNITED STATES ARMY,11/2/50,TEXAS,2,11,1950,7748000
"MILLER, JAMES",M/Sgt,UNITED STATES ARMY,7/3/52,MISSOURI,3,7,1952,3946000
"MILLER, JAMES",Pfc,UNITED STATES ARMY,7/30/50,MICHIGAN,30,7,1950,6421000
"MILLER, JERRY",Capt,UNITED STATES MARINE CORPS,12/26/50,MISSOURI,26,12,1950,3946000
"MILLER, JOHN",1st Lt,UNITED STATES AIR FORCE,6/11/52,SOUTH CAROLINA,11,6,1952,2119000
"MILLER, JOHN",Pfc,UNITED STATES ARMY,11/30/50,TEXAS,30,11,1950,7748000
"MILLER, JOSEPH",Cpl,UNITED STATES ARMY,2/12/51,PENNSYLVANIA,12,2,1951,10498012
"MILLER, JOSEPH",Cpl,UNITED STATES MARINE CORPS,4/24/51,NORTH CAROLINA,24,4,1951,4060000
"MILLER, JOSEPH",Pvt,UNITED STATES ARMY,12/2/50,NEW YORK,2,12,1950,14830192
"MILLER, LLOYD",Cpl,UNITED STATES ARMY,12/1/50,OKLAHOMA,1,12,1950,2193000
"MILLER, MAX",Cpl,UNITED STATES ARMY,9/19/51,PENNSYLVANIA,19,9,1951,10498012
"MILLER, OSCAR",Sgt,UNITED STATES ARMY,8/10/50,CALIFORNIA,10,8,1950,10586223
"MILLER, PAUL",Cpl,UNITED STATES AIR FORCE,7/12/50,MICHIGAN,12,7,1950,6421000
"MILLER, RALPH",2nd Lt,UNITED STATES AIR FORCE,4/25/53,TEXAS,25,4,1953,7748000
"MILLER, RAYMOND",PFC,UNITED STATES MARINE CORPS,11/28/50,PENNSYLVANIA,28,11,1950,10498012
"MILLER, RAYMOND",Pfc,UNITED STATES ARMY,2/12/51,DISTRICT OF COLUMBIA,12,2,1951,814000
"MILLER, ROBERT",Pfc,UNITED STATES ARMY,11/2/50,SOUTH CAROLINA,2,11,1950,2119000
"MILLER, ROBERT",Pfc,UNITED STATES ARMY,12/3/50,NEW YORK,3,12,1950,14830192
"MILLER, ROBERT",Pvt,UNITED STATES ARMY,9/23/50,OHIO,23,9,1950,7946627
"MILLER, RONALD",Pfc,UNITED STATES ARMY,12/1/50,MICHIGAN,1,12,1950,6421000
"MILLER, ROTHELL",Cpl,UNITED STATES ARMY,11/7/50,TEXAS,7,11,1950,7748000
"MILLER, THEODORE",Pfc,UNITED STATES ARMY,12/1/50,PENNSYLVANIA,1,12,1950,10498012
"MILLER, THOMAS",Sgt,UNITED STATES ARMY,10/12/51,MICHIGAN,12,10,1951,6421000
"MILLER, WALDEMAR",1st Lt,UNITED STATES AIR FORCE,7/10/52,CALIFORNIA,10,7,1952,10586223
"MILLER, WALLACE",Pfc,UNITED STATES ARMY,12/1/50,PENNSYLVANIA,1,12,1950,10498012
"MILLETTE, GERARD",Pfc,UNITED STATES ARMY,11/30/50,RHODE ISLAND,30,11,1950,779000
"MILLIGAN, AYCHIE",2nd Lt,UNITED STATES AIR FORCE,10/19/50,SOUTH CAROLINA,19,10,1950,2119000
"MILLIGAN, RICHARD",Pfc,UNITED STATES ARMY,2/12/51,ILLINOIS,12,2,1951,8712176
"MILLS, ALBERT",Pfc,UNITED STATES ARMY,7/25/50,TEXAS,25,7,1950,7748000
"MILLS, BRUCE",Pfc,UNITED STATES ARMY,11/2/50,NEW HAMPSHIRE,2,11,1950,531000
"MILLS, EZEKIEL",Cpl,UNITED STATES ARMY,11/30/50,NORTH CAROLINA,30,11,1950,4060000
"MILLS, LAWRENCE",Sfc,UNITED STATES ARMY,12/1/50,MICHIGAN,1,12,1950,6421000
"MILLS, WILLIAM",Pvt,UNITED STATES ARMY,11/30/50,VIRGINIA,30,11,1950,3262000
"MILLS, WILLIAM",Cpl,UNITED STATES MARINE CORPS,1/1/53,NEW JERSEY,1,1,1953,4860000
"MILLS, WILLIAM",Pvt,UNITED STATES ARMY,11/5/51,LOUISIANA,5,11,1951,2701000
"MILNER, WALLACE",Pfc,UNITED STATES ARMY,4/25/51,TEXAS,25,4,1951,7748000
"MILUS, NICK",ADC,UNITED STATES NAVY,11/5/50,CALIFORNIA,5,11,1950,10586223
"MINER, DONALD",Pvt,UNITED STATES ARMY,7/12/50,VERMONT,12,7,1950,377000
"MINIKUS, EDWARD",Pfc,UNITED STATES ARMY,12/3/50,NEBRASKA,3,12,1950,1324000
"MINKIN, JACK",Pfc,UNITED STATES ARMY,12/1/50,MASSACHUSETTS,1,12,1950,4690000
"MINNIEAR, ROBERT",Pfc,UNITED STATES ARMY,11/30/50,INDIANA,30,11,1950,3952000
"MINOR, JAMES",PFC,UNITED STATES MARINE CORPS,10/2/52,LOUISIANA,2,10,1952,2701000
"MINOR, JOHN",Pvt,UNITED STATES ARMY,12/1/50,LOUISIANA,1,12,1950,2701000
"MINOR, TRAVIS",Pvt,UNITED STATES ARMY,11/30/50,ARKANSAS,30,11,1950,1906000
"MINTZ, ALBERT",Sgt,UNITED STATES ARMY,11/27/50,MASSACHUSETTS,27,11,1950,4690000
"MINYARD, CHARLES",Cpl,UNITED STATES ARMY,11/27/50,OKLAHOMA,27,11,1950,2193000
"MINYARD, JAMES",Pvt,UNITED STATES ARMY,1/2/51,TENNESSEE,2,1,1951,3304000
"MIRANDA-COTTO, CARLOS",Pfc,UNITED STATES ARMY,9/18/52,PUERTO RICO,18,9,1952,2210000
"MIRANDA, ERASTO",Pvt,UNITED STATES ARMY,11/28/50,NEW YORK,28,11,1950,14830192
"MIRELES, MACARIO",Pfc,UNITED STATES ARMY,7/27/50,TEXAS,27,7,1950,7748000
"MISCHE, LESTER",LTJG,UNITED STATES NAVY,11/5/50,CALIFORNIA,5,11,1950,10586223
"MISCIAGNO, LUKE",Pfc,UNITED STATES ARMY,12/1/50,NEW YORK,1,12,1950,14830192
"MISHLER, JAMES",Pvt,UNITED STATES ARMY,11/30/50,INDIANA,30,11,1950,3952000
"MITCHELL, ALFRED",PFC,UNITED STATES MARINE CORPS,7/8/53,WEST VIRGINIA,8,7,1953,2006000
"MITCHELL, ALVIN",Sgt,UNITED STATES ARMY,11/26/50,GEORGIA,26,11,1950,3451000
"MITCHELL, ARCHIE",Pfc,UNITED STATES ARMY,12/1/50,ALABAMA,1,12,1950,3060000
"MITCHELL, BERNARD",Sgt,UNITED STATES AIR FORCE,1/14/51,MASSACHUSETTS,14,1,1951,4690000
"MITCHELL, DONALD",Cpl,UNITED STATES ARMY,11/30/50,INDIANA,30,11,1950,3952000
"MITCHELL, EDWIN",Pfc,UNITED STATES ARMY,11/28/50,MASSACHUSETTS,28,11,1950,4690000
"MITCHELL, FRANK",1stLt,UNITED STATES MARINE CORPS,11/26/50,TEXAS,26,11,1950,7748000
"MITCHELL, FRANK",Sgt,UNITED STATES ARMY,11/28/50,IOWA,28,11,1950,2621000
"MITCHELL, FREDERICK",Pfc,UNITED STATES ARMY,11/30/50,OHIO,30,11,1950,7946627
"MITCHELL, JESSE",Pfc,UNITED STATES ARMY,11/4/50,OKLAHOMA,4,11,1950,2193000
"MITCHELL, LINUS",Sgt,UNITED STATES ARMY,11/29/50,FLORIDA,29,11,1950,2821000
"MITCHELL, ROBERT",Pvt,UNITED STATES ARMY,1/8/51,MISSOURI,8,1,1951,3946000
"MITCHELL, RUDUS",Pfc,UNITED STATES ARMY,7/16/50,LOUISIANA,16,7,1950,2701000
"MITCHELL, WILLIAM",Pvt,UNITED STATES ARMY,7/16/50,MISSISSIPPI,16,7,1950,2169000
"MITCHELSON, THOMAS",Pfc,UNITED STATES ARMY,7/19/50,WYOMING,19,7,1950,292000
"MITCHEM, PAUL",Pfc,UNITED STATES ARMY,7/7/50,WEST VIRGINIA,7,7,1950,2006000
"MIYAHIRA, SAMUEL",Cpl,UNITED STATES ARMY,4/23/51,HAWAII,23,4,1951,491000
"MIYATA, HARRY",Pfc,UNITED STATES ARMY,11/26/50,HAWAII,26,11,1950,491000
"MIYAZAKI, SHIGEO",Pfc,UNITED STATES ARMY,11/27/50,HAWAII,27,11,1950,491000
"MIZE, AUBREY",Sgt,UNITED STATES ARMY,12/18/50,OKLAHOMA,18,12,1950,2193000
"MOAK, WILLIAM",Pfc,UNITED STATES ARMY,12/2/50,ILLINOIS,2,12,1950,8712176
"MOATS, HERBERT",Pvt,UNITED STATES ARMY,10/15/52,WEST VIRGINIA,15,10,1952,2006000
"MOCKLIN, EARL",CS1,UNITED STATES NAVY,10/12/50,LOUISIANA,12,10,1950,2701000
"MOEN, FRANK",Pvt,UNITED STATES ARMY,11/26/51,CALIFORNIA,26,11,1951,10586223
"MOFFITT, JAMES",PFC,UNITED STATES MARINE CORPS,3/26/53,ILLINOIS,26,3,1953,8712176
"MOHR, CECIL",2nd Lt,UNITED STATES AIR FORCE,7/11/51,LOUISIANA,11,7,1951,2701000
"MOLAR, LOUE",Pfc,UNITED STATES ARMY,7/16/50,MICHIGAN,16,7,1950,6421000
"MOLDAFSKY, IRWIN",1st Lt,UNITED STATES AIR FORCE,1/31/52,ILLINOIS,31,1,1952,8712176
"MOLENAAR, GEORGE",Sgt,UNITED STATES ARMY,2/12/51,ILLINOIS,12,2,1951,8712176
"MOLES, WENDEL",Pfc,UNITED STATES ARMY,10/16/52,WEST VIRGINIA,16,10,1952,2006000
"MOLINA-GARCIA, ROBERTO",Pfc,UNITED STATES ARMY,9/21/52,PUERTO RICO,21,9,1952,2210000
"MOLINA-GERENA, MAXIMINO",Cpl,UNITED STATES ARMY,2/6/52,PUERTO RICO,6,2,1952,2210000
"MOLTON, JAMES",Pfc,UNITED STATES ARMY,7/5/53,ILLINOIS,5,7,1953,8712176
"MOMPHER, DAVID",Pvt,UNITED STATES ARMY,7/19/50,OHIO,19,7,1950,7946627
"MONACO, PAUL",Sgt,UNITED STATES ARMY,12/4/50,CONNECTICUT,4,12,1950,2007280
"MONAGHAN, EUGENE",Pvt,UNITED STATES ARMY,5/18/51,PENNSYLVANIA,18,5,1951,10498012
"MONAGHAN, WILLIAM",Sgt,UNITED STATES ARMY,3/25/53,NEW YORK,25,3,1953,14830192
"MONDRAGON, VINCENT",Pfc,UNITED STATES ARMY,11/28/50,CALIFORNIA,28,11,1950,10586223
